,Feeder Name,Species,Date Time
99,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 10:42:29
100,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:07:51
101,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:08:03
102,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:08:36
103,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:08:56
104,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:16:23
105,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 11:21:03
106,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 12:02:51
107,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 12:12:27
108,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 12:14:40
109,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 12:15:46
110,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 12:16:02
111,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 12:34:21
112,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 12:34:48
113,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 12:35:16
114,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 12:39:25
115,"Madison,WI,USA",414 Passerina cyanea (Indigo Bunting),2023-03-10 12:43:40
116,"Madison,WI,USA",321 Haemorhous purpureus (Purple Finch),2023-03-10 12:44:07
117,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 12:44:53
118,"Madison,WI,USA",659 Poecile atricapillus (Black-capped Chickadee),2023-03-10 12:52:48
119,"Madison,WI,USA",659 Poecile atricapillus (Black-capped Chickadee),2023-03-10 12:53:02
120,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 13:04:47
121,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:08:47
122,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:09:07
123,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:09:41
124,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:09:47
125,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:09:56
126,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:10:18
127,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 13:15:38
128,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 13:20:24
129,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:21:52
130,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:24:46
131,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:25:18
132,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:25:36
133,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:25:43
134,"Madison,WI,USA",147 Quiscalus quiscula (Common Grackle),2023-03-10 13:26:11
135,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 13:44:31
136,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:19:25
137,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:19:44
138,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:20:12
139,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 14:21:30
140,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:22:33
141,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:23:07
142,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 14:33:36
143,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:34:02
144,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 14:34:14
145,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:35:10
146,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:37:15
147,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:37:21
148,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:37:33
149,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:39:18
150,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:39:34
151,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:39:41
152,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:39:52
153,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:40:51
154,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:40:55
155,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:41:09
156,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:41:23
157,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:44:18
158,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:46:45
159,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:47:06
160,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:47:26
161,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:47:40
162,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 14:47:55
163,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:00:01
164,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:04:28
165,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:05:10
166,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:16:10
167,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:16:20
168,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:18:33
169,"Madison,WI,USA",302 Streptopelia decaocto (Eurasian Collared-Dove),2023-03-10 15:19:18
170,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 15:23:31
171,"Madison,WI,USA",659 Poecile atricapillus (Black-capped Chickadee),2023-03-10 15:34:26
172,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 15:42:11
173,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 15:42:40
174,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 15:43:11
175,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 15:57:47
176,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 15:57:53
177,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 16:00:13
178,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 16:15:51
179,"Madison,WI,USA",441 Zenaida macroura (Mourning Dove),2023-03-10 16:16:16
180,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 16:19:59
181,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 16:32:26
182,"Madison,WI,USA",671 Passer domesticus (House Sparrow),2023-03-10 16:32:55
183,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 16:34:08
184,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 16:36:36
185,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 16:37:01
186,"Madison,WI,USA",320 Haemorhous mexicanus (House Finch),2023-03-10 16:37:28
187,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 16:41:57
188,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 16:42:14
189,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 16:42:26
190,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 16:43:11
191,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 16:43:17
192,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 16:43:54
193,"Madison,WI,USA",167 Junco hyemalis hyemalis (Slate-colored Junco),2023-03-10 16:44:40
194,"Madison,WI,USA",193 Junco hyemalis (Dark-eyed Junco),2023-03-10 16:45:27
